"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Rush Hour 3 ",91,"Brett Ratner",420,"Tzi Ma",268,"Dana Ivey",268,"Noémie Lenoir",173,162,221,121084,1125,0,"ambassador|assassination|chinese|french|triad",2,"Color","Action|Comedy|Crime|Thriller",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0293564/?ref_=fn_tt_tt_1",140080850,1.4e+08,6.2
"MacGruber ",95,"Jorma Taccone",434,"Jasper Cole",1000,"Will Forte",622,"Powers Boothe",472,163,125,35888,2618,0,"colonel|lieutenant|nuclear warhead|team|washington d.c.",3,"Color","Action|Comedy|Romance",2010,"English","USA","R",2.35,"http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1",8460995,1e+07,5.5
"The Brothers Bloom ",114,"Rian Johnson",0,"Zachary Gordon",975,"Maximilian Schell",877,"Nora Zehetner",446,182,105,41737,3014,0,"con man|eccentric|heiress|love|revenge",4,"Color","Adventure|Comedy|Drama|Romance",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1",3519627,2e+07,6.9
"The Shaggy Dog ",98,"Brian Robbins",48,"Robert Downey Jr.",21000,"Joel David Moore",936,"Kristin Davis",722,76,83,14888,24664,747,"animal as human|dog movie|elevator|human becoming an animal|sheepdog",0,"Color","Comedy|Family|Fantasy",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1",61112916,5e+07,4.4
"Ondine ",111,"Neil Jordan",277,"Tony Curran",845,"Stephen Rea",327,"Alicja Bachleda",289,123,57,16863,1554,0,"celtic mythology|cottage|fisherman|irish|selkie",2,"Color","Drama|Mystery|Romance",2009,"English","Ireland","PG-13",1.85,"http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1",548934,1.2e+07,6.8
"In the Heart of the Sea ",122,"Ron Howard",2000,"Chris Hemsworth",26000,"Benjamin Walker",911,"Frank Dillane",571,289,161,71782,28328,27000,"emaciation|ship|starvation|vomiting|whale",0,"Color","Action|Adventure|Biography|Drama|History|Thriller",2015,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1",24985612,1e+08,7
"Johnny English Reborn ",101,"Oliver Parker",32,"Daniel Kaluuya",219,"Tim McInnerny",141,"Togo Igawa",104,152,142,89568,661,17000,"assassin|chinese|conspiracy|gadget|premier",1,"Color","Action|Adventure|Comedy|Crime",2011,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1",8129455,4.5e+07,6.3
"Brooklyn's Finest ",132,"Antoine Fuqua",847,"Don Cheadle",3000,"Lili Taylor",960,"Armando Riesco",625,197,138,52852,6317,4000,"catholic|corrupt cop|new york city|police detective|police officer killed",1,"Color","Crime|Drama|Thriller",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1",27154426,1.7e+07,6.7
"Marvin's Room ",98,"Jerry Zaks",4,"Leonardo DiCaprio",29000,"Robert De Niro",22000,"Meryl Streep",11000,45,71,20163,63194,1000,"house|leukemia|mental institution|nursing home|transplant",2,"Color","Drama",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0116999/?ref_=fn_tt_tt_1",12782508,2.3e+07,6.7
"Couples Retreat ",113,"Peter Billingsley",0,"Jon Favreau",4000,"Kristin Davis",722,"Tasha Smith",721,166,144,83506,8172,0,"couple|island|marriage|tropical|voyeurism",6,"Color","Comedy",2009,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1",109176215,6e+07,5.5
"Flubber ",90,"Les Mayfield",10,"Robin Williams",49000,"Jodi Benson",570,"Sam Lloyd",159,53,64,63625,50005,0,"college|flubber|flying rubber|professor|wedding",1,"Color","Comedy|Family|Sci-Fi",1997,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0119137/?ref_=fn_tt_tt_1",92969824,8e+07,5.2
"Home ",94,"Tim Johnson",12,"Jim Parsons",17000,"Matt Jones",523,"April Winchell",183,165,214,70136,17883,26000,"alien friendship|alien invasion|australia|flying car|mother daughter relationship",0,"Color","Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi",2015,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1",177343675,1.35e+08,6.7
"Star Trek II: The Wrath of Khan ",116,"Nicholas Meyer",120,"Leonard Nimoy",12000,"Kirstie Alley",980,"Nichelle Nichols",664,148,359,91414,16539,0,"jamming communications|planet|space station|taunt|trap",2,"Color","Action|Adventure|Sci-Fi",1982,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1",78900000,1.1e+07,7.7
"Scott Pilgrim vs. the World ",112,"Edgar Wright",1000,"Anna Kendrick",10000,"Kieran Culkin",1000,"Ellen Wong",719,393,522,273921,12687,36000,"band|dating|high school|hipster|rock band",0,"Color","Action|Comedy|Fantasy|Romance",2010,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1",31494270,6e+07,7.5
"Star Trek III: The Search for Spock ",105,"Leonard Nimoy",12000,"Leonard Nimoy",12000,"Nichelle Nichols",664,"Walter Koenig",643,110,192,58743,14762,0,"dying planet|planet|regaining one's memory|sacrifice|stabbed to death",1,"Color","Action|Adventure|Sci-Fi",1984,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1",76400000,1.7e+07,6.6
"The Clan of the Cave Bear ",98,"Michael Chapman",70,"Curtis Armstrong",876,"Pamela Reed",324,"Mike Muscat",90,21,62,4996,1351,843,"cave bear|cro magnon|neanderthal|survival|tradition",0,"Color","Adventure|Drama|Fantasy",1986,"English","USA","R",2.35,"http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1",1953732,1.5e+07,5.3
"Gory Gory Hallelujah ",96,"Sue Corcoran",14,"Tony Doupe",361,"Sue Corcoran",14,"David Frederick White",6,8,18,179,387,39,"conspiracy|feminist|hippie|motorcycle|slapstick comedy",2,"Color","Comedy|Fantasy|Horror|Musical",2003,"English","USA","",1.78,"http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1",11798,1e+05,4.7
"The Perfect Man ",100,"Mark Rosman",15,"Ben Feldman",1000,"Chris Noth",962,"Vanessa Lengies",804,65,104,23527,4789,767,"e mail|moving|perfect man|secret admirer|suitor",3,"Color","Comedy|Family|Romance",2005,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1",16247775,2.5e+07,5.5
"Jeepers Creepers II ",104,"Victor Salva",108,"Nicki Aycox",296,"Jonathan Breck",270,"Billy Aaron Brown",177,167,316,45102,1340,0,"cheerleader|farmer|fear|high school basketball|nightmare",0,"Color","Horror",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1",35143332,1.7e+07,5.6
"Crank ",93,"Mark Neveldine",83,"Jason Statham",26000,"Edi Gathegi",725,"Jose Pablo Cantillo",501,170,444,196422,28767,0,"assassin|cult film|doctor|heart|poison",1,"Color","Action|Crime|Thriller",2006,"English","USA","R",1.78,"http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1",27829874,1.2e+07,7
"Get Smart ",110,"Peter Segal",88,"Bill Murray",13000,"Dwayne Johnson",12000,"Anne Hathaway",11000,265,380,168172,44798,0,"airplane|misunderstanding|obese woman|overweight woman|spy",1,"Color","Action|Adventure|Comedy",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1",130313314,8e+07,6.5
"Twilight Zone: The Movie ",101,"Joe Dante",287,"Albert Brooks",745,"Al Leong",730,"Vic Morrow",257,78,121,25613,1954,0,"1940s|1960s|bar|kick the can|remake",0,"Color","Fantasy|Horror|Sci-Fi",1983,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1",29500000,1e+07,6.5
"Big Momma's House 2 ",99,"John Whitesell",14,"Chloë Grace Moretz",17000,"Nia Long",826,"Marisol Nichols",633,65,82,31968,19334,663,"cheerleading|fbi|fbi agent|nanny|undercover",0,"Color","Comedy|Crime",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1",70163652,4e+07,4.6
"Boomerang ",117,"Reginald Hudlin",71,"John Witherspoon",723,"Eartha Kitt",558,"Geoffrey Holder",547,21,41,20183,3841,0,"advertising|battle of the sexes|dating|one word title|womanizer",1,"Color","Comedy|Drama|Romance",1992,"English","USA","R",1.85,"http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1",70100000,4e+07,5.4
"Beastly ",86,"Daniel Barnz",33,"Alex Pettyfer",15000,"Mary-Kate Olsen",976,"Erik Knudsen",583,148,129,64190,17396,16000,"love|maid|newscaster|student|tutor",1,"Color","Drama|Fantasy|Romance",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1",27854896,1.7e+07,5.6
"Flight ",138,"Robert Zemeckis",0,"Denzel Washington",18000,"Bruce Greenwood",984,"Nadine Velazquez",874,449,491,264047,20952,64000,"airline|flight|flight attendant|lawyer|pilot",0,"Color","Drama|Thriller",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1",93749203,3.1e+07,7.3
"Mrs Henderson Presents ",103,"Stephen Frears",350,"Bob Hoskins",5000,"Christopher Guest",378,"Sarah Solemani",99,137,180,13505,5637,0,"anti semitism|breasts|chamberlain|friend|theatre",1,"Color","Comedy|Drama|Music|War",2005,"English","UK","R",1.85,"http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1",11034436,2e+07,7.1
"A Time to Kill ",149,"Joel Schumacher",541,"Kevin Spacey",18000,"Matthew McConaughey",11000,"Oliver Platt",1000,71,236,99558,31349,0,"african american|court|law|mississippi|trial",3,"Color","Crime|Drama|Thriller",1996,"English","USA","R",2.35,"http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1",108706165,4e+07,7.4
"Gladiator ",171,"Ridley Scott",0,"Djimon Hounsou",3000,"Connie Nielsen",933,"Oliver Reed",695,265,2368,982637,6521,21000,"battlefield|blood|combat|gladiator|roman empire",0,"Color","Action|Drama|Romance",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1",187670866,1.03e+08,8.5
"Taken 3 ",115,"Olivier Megaton",118,"Liam Neeson",14000,"Dougray Scott",794,"Jon Gries",482,222,323,133436,16967,38000,"betrayal|death|final showdown|murder|on the run",0,"Color","Action|Thriller",2014,"English","France","PG-13",2.35,"http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1",89253340,4.8e+07,6
"Divine Secrets of the Ya-Ya Sisterhood ",116,"Callie Khouri",144,"Ellen Burstyn",1000,"Fionnula Flanagan",482,"Matthew Settle",477,93,199,15352,3845,0,"flashback|interview|louisiana|playwright|secret society",4,"Color","Drama",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1",69586544,2.7e+07,6
"Friday the 13th Part VIII: Jason Takes Manhattan ",100,"Rob Hedden",6,"Kane Hodder",935,"Peter Mark Richman",120,"Scott Reeves",65,129,291,22961,1327,1000,"cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree",0,"Color","Adventure|Horror",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1",14343976,5e+06,4.5
"Chain Letter ",88,"Deon Taylor",26,"Matt Cohen",487,"Betsy Russell",298,"Noah Segan",236,63,48,4122,1495,0,"blood splatter|chain|murder|mysterious killer|warning",0,"Color","Horror|Thriller",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1",143000,5e+06,4.1
"The Beast from 20,000 Fathoms ",80,"Eugène Lourié",7,"Kenneth Tobey",57,"Cecil Kellaway",40,"Ross Elliott",21,67,88,4812,205,465,"arctic|beast|dinosaur|monster|rhedosaurus",0," Black and White","Adventure|Horror|Sci-Fi",1953,"English","USA","Approved",1.37,"http://www.imdb.com/title/tt0045546/?ref_=fn_tt_tt_1",5000000,210000,6.7
"The Smurfs ",103,"Raja Gosnell",67,"Mahadeo Shivraj",383,"Tim Gunn",113,"Madison McKinley",111,172,153,66593,692,31000,"blue|new york|new york city|no opening credits|smurf",3,"Color","Adventure|Animation|Comedy|Family|Fantasy",2011,"English","USA","PG",1.78,"http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1",142614158,1.1e+08,5.5
"Of Gods and Men ",122,"Xavier Beauvois",22,"Lambert Wilson",186,"Michael Lonsdale",135,"Olivier Rabourdin",32,195,89,12411,416,0,"catholic church|community|monastery|monk|terrorist",0,"Color","Drama",2010,"French","France","PG-13",2.35,"http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1",3950029,4e+06,7.2
"The Losers ",97,"Sylvain White",41,"Chris Evans",11000,"Jason Patric",673,"Óscar Jaenada",619,213,165,74691,12841,0,"hacking|hijacking|martial arts|revenge|special forces",1,"Color","Action|Crime|Drama|Mystery|Thriller",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1",23527955,2.5e+07,6.4
"The DUFF ",101,"Ari Sandel",17,"Bella Thorne",35000,"Romany Malco",966,"Skyler Samuels",429,132,116,51326,36892,8000,"cartoon on tv|generation y|high school|overalls|strong female character",4,"Color","Comedy",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1",34017854,8500000,6.5
"Bottle Rocket ",91,"Wes Anderson",0,"Andrew Wilson",387,"Darryl Cox",96,"Lumi Cavazos",65,83,184,54478,648,0,"caper|escapade|motel|robbery|texas",0,"Color","Comedy|Crime|Drama",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1",1040879,7e+06,7.1
"Michael Collins ",133,"Neil Jordan",277,"Alan Rickman",25000,"Liam Neeson",14000,"Julia Roberts",8000,44,93,24145,48482,0,"ireland|irish|irish civil war|irish free state|sinn fein",2," Black and White","Biography|Drama|Thriller|War",1996,"English","UK","R",1.85,"http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1",11030963,2.8e+07,7.1
"You Can Count on Me ",111,"Kenneth Lonergan",50,"Matthew Broderick",2000,"Rory Culkin",710,"Gaby Hoffmann",612,122,231,22145,4288,756,"bank|car accident|cheating husband|new york|single mother",0,"Color","Drama",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1",9180275,1200000,7.7
"The Family Man ",125,"Brett Ratner",420,"Nicolas Cage",12000,"Don Cheadle",3000,"Amber Valletta",627,121,322,85844,16646,0,"bowling|christmas|parallel universe|salesman|unfaithfulness",1,"Color","Comedy|Drama|Fantasy|Romance",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1",75764085,6e+07,6.7
"Friday After Next ",85,"Marcus Raboy",7,"John Witherspoon",723,"Mike Epps",706,"Katt Williams",615,26,66,19284,3712,981,"apartment|christmas|christmas present|rent|security guard",0,"Color","Comedy|Drama",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1",32983713,2e+07,5.8
"Road House ",114,"Rowdy Herrington",9,"Ben Gazzara",623,"Kevin Tighe",472,"Kelly Lynch",466,83,201,42987,2484,0,"bikini|cult film|fired from the job|martial arts|violence",1,"Color","Action|Thriller",1989,"English","USA","R",2.35,"http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1",30050028,1.7e+07,6.5
"The Right Stuff ",193,"Philip Kaufman",133,"Dennis Quaid",2000,"Scott Glenn",826,"Sam Shepard",820,80,170,45271,6341,0,"astronaut|sound barrier|space program|u.s. air force|u.s. space program",0,"Color","Adventure|Drama|History",1983,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1",21500000,2.7e+07,7.9
"Dudley Do-Right ",77,"Hugh Wilson",37,"Brendan Fraser",3000,"Alex Rocco",968,"Eric Idle",795,41,77,8176,5568,272,"gold|gold rush|mirror|police officer|singer",0,"Color","Comedy|Family|Romance",1999,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1",9694105,2.2e+07,3.8
"Halloween ",101,"John Carpenter",0,"Jamie Lee Curtis",2000,"Donald Pleasence",742,"P.J. Soles",598,318,1191,157857,4400,12000,"halloween|masked killer|michael myers|slasher|trick or treat",0,"Color","Horror|Thriller",1978,"English","USA","R",2.35,"http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1",47000000,3e+05,7.9
"Anna and the King ",148,"Andy Tennant",72,"Bai Ling",582,"Geoffrey Palmer",103,"Randall Duk Kim",99,91,217,31080,804,0,"1860s|children|king|schoolteacher|siam",2,"Color","Drama|History|Romance",1999,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1",39251128,7.5e+07,6.7
"Harry Potter and the Goblet of Fire ",157,"Mike Newell",179,"Robert Pattinson",21000,"Daniel Radcliffe",11000,"Rupert Grint",10000,295,1896,385670,53413,0,"fire|goblet|magic|tournament|wizard",1,"Color","Adventure|Family|Fantasy|Mystery",2005,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1",289994397,1.5e+08,7.6
"Never Say Never Again ",121,"Irvin Kershner",883,"Bernie Casey",180,"Klaus Maria Brandauer",172,"Barbara Carrera",133,89,214,48636,762,0,"british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead",3,"Color","Action|Adventure|Thriller",1983,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1",55500000,3.6e+07,6.2
"The Canyons ",99,"Paul Schrader",261,"Nolan Gerard Funk",924,"Gus Van Sant",835,"James Deen",461,162,87,8511,2862,0,"cocaine|homosexual|penis|psychopath|pubic hair",0,"Color","Drama|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2292959/?ref_=fn_tt_tt_1",49494,250000,3.9
"The Last Days on Mars ",98,"Ruairi Robinson",7,"Romola Garai",805,"Olivia Williams",766,"Tom Cullen",507,120,160,28570,2271,0,"alien infection|astronaut|mars|mission|zombie",0,"Color","Horror|Sci-Fi|Thriller",2013,"English","UK","R",2.35,"http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1",23838,7e+06,5.5
"Minority Report ",145,"Steven Spielberg",14000,"Tom Cruise",10000,"Frank Grillo",798,"Jessica Capshaw",533,252,1331,399651,12546,0,"future|murder|neo noir|washington d.c.|year 2054",0,"Color","Action|Mystery|Sci-Fi|Thriller",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1",132014112,1.02e+08,7.7
"Vera Drake ",125,"Mike Leigh",608,"Eddie Marsan",979,"Sally Hawkins",594,"Imelda Staunton",579,169,165,20307,3133,0,"1950s|miscarriage|neighbor|pregnancy|tailor",1,"Color","Crime|Drama",2004,"English","UK","R",1.85,"http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1",3753806,1.1e+07,7.7
"A Better Life ",98,"Chris Weitz",129,"Demián Bichir",749,"Eddie 'Piolin' Sotelo",252,"Robert Peters",221,94,81,13174,2214,0,"gang|gardener|money|police|truck",0,"Color","Drama|Romance",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1",1754319,1e+07,7.2
"My Best Friend's Girl ",112,"Howard Deutch",41,"Dane Cook",1000,"Taran Killam",500,"Riki Lindhome",490,80,100,36983,3301,0,"breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding",3,"Color","Comedy|Romance",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1",19151864,4e+07,5.9
"I Know What You Did Last Summer ",99,"Jim Gillespie",13,"Muse Watson",45000,"Sarah Michelle Gellar",4000,"Anne Heche",681,140,419,105585,50284,0,"beach|corpse|fourth of july|overalls|revenge",1,"Color","Horror|Mystery|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1",72219395,1.7e+07,5.6
"Creative Control ",97,"Benjamin Dickinson",4,"Nora Zehetner",446,"Alexia Rasmussen",171,"Meredith Hagner",150,36,7,1048,928,793,"art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction",1,"Color","Drama|Sci-Fi",2015,"English","USA","R",2.39,"http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1",62480,1e+06,5.5
"Blazing Saddles ",93,"Mel Brooks",0,"Madeline Kahn",1000,"David Huddleston",1000,"Harvey Korman",628,121,363,95294,4701,12000,"railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874",0,"Color","Comedy|Western",1974,"English","USA","R",2.35,"http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1",119500000,2600000,7.8
"Oz the Great and Powerful ",130,"Sam Raimi",0,"Tim Holmes",44000,"Mila Kunis",15000,"James Franco",11000,525,511,175413,73441,60000,"circus|magic|magician|oz|witch",4,"Color","Adventure|Family|Fantasy",2013,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1",234903076,2.15e+08,6.4
"Kung Fu Panda 2 ",90,"Jennifer Yuh Nelson",90,"Angelina Jolie Pitt",11000,"Gary Oldman",10000,"Mike Bell",15,284,209,182718,21015,20000,"china|kung fu|panda|peacock|tigress",0,"Color","Action|Adventure|Animation|Comedy|Family",2011,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1",165230261,1.5e+08,7.3
"Hook ",142,"Steven Spielberg",14000,"Robin Williams",49000,"Julia Roberts",8000,"Bob Hoskins",5000,75,363,182802,64259,13000,"1990s|caught in a net|children|duel|hero",1,"Color","Adventure|Comedy|Family|Fantasy",1991,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1",119654900,7e+07,6.7
